pdbid;chain;genus deposition date;pdb deposition date;total genus;sequence length
2p1n;C;2019-06-09;2007-03-06;0;13
2p1q;C;2019-06-09;2007-03-06;0;13
2o0s;A;2019-06-09;2006-11-28;0;12
2o8m;C;2019-06-09;2006-12-12;0;23
2obo;B;2019-06-09;2006-12-19;0;23
2oc0;B;2019-06-09;2006-12-20;0;22
2oc7;B;2019-06-09;2006-12-20;0;22
2oc8;B;2019-06-09;2006-12-20;0;22
2oj2;B;2019-06-09;2007-01-12;0;12
2ol9;A;2019-06-09;2007-01-18;0;6
2l4t;B;2019-06-09;2010-10-13;0;8
2l7t;A;2019-06-09;2010-12-22;0;11
2l75;B;2019-06-09;2010-12-02;0;11
2las;B;2019-06-09;2011-03-20;0;13
2laq;A;2019-06-09;2011-03-17;0;36
2lic;A;2019-06-09;2011-08-29;0;35
2lnf;A;2019-06-09;2011-12-27;0;13
2lng;A;2019-06-09;2011-12-27;0;13
2lnq;A;2019-06-09;2012-01-03;0;26
2lob;B;2019-06-09;2012-01-20;0;8
2loz;B;2019-06-09;2012-01-29;0;14
2lo6;B;2019-06-09;2012-01-17;0;14
2lsv;B;2019-06-09;2012-05-07;0;9
2ltz;B;2019-06-09;2012-06-04;0;15
2ltx;B;2019-06-09;2012-06-04;0;15
2lur;A;2019-06-09;2012-06-20;0;29
2lwu;A;2019-06-09;2012-08-06;0;15
2lwv;A;2019-06-09;2012-08-06;0;17
2lwt;A;2019-06-09;2012-08-06;0;18
2lwq;A;2019-06-09;2012-08-06;0;16
2lx6;A;2019-06-09;2012-08-15;0;19
2lyf;A;2019-06-09;2012-09-18;0;18
2lye;A;2019-06-09;2012-09-18;0;18
2lyw;A;2019-06-09;2012-09-20;0;24
2m0v;B;2019-06-09;2012-11-06;0;5
2m1p;A;2019-06-09;2012-12-04;0;18
2m3m;B;2019-06-09;2013-01-22;0;11
2m41;A;2019-06-09;2013-01-28;0;15
2m62;A;2019-06-09;2013-03-19;0;12
2m6c;A;2019-06-09;2013-03-28;0;8
2m6e;A;2019-06-09;2013-03-29;0;8
2m6h;A;2019-06-09;2013-03-29;0;8
2m6f;A;2019-06-09;2013-03-29;0;8
2m77;A;2019-06-09;2013-04-18;0;18
2m9s;A;2019-06-09;2013-06-19;0;40
2md3;A;2019-06-09;2013-08-29;0;8
2mdw;A;2019-06-09;2013-09-18;0;27
2mc1;B;2019-06-09;2013-08-13;0;13
2mg0;A;2019-06-09;2013-10-24;0;9
2mi1;A;2019-06-09;2013-12-08;0;14
2mih;A;2019-06-09;2013-12-13;0;14
2mix;A;2019-06-09;2013-12-20;0;21
2mjc;A;2019-06-09;2014-01-03;0;24
2mkp;I;2019-06-09;2014-02-11;0;17
2mpa;P;2019-06-09;1999-06-09;0;7
2mnu;B;2019-06-09;2014-04-10;0;26
2mow;B;2019-06-09;2014-05-06;0;12
2msa;A;2019-06-09;2014-07-28;0;14
2ms4;B;2019-06-09;2014-07-22;0;9
2mtu;A;2019-06-09;2014-09-01;0;13
2muh;A;2019-06-09;2014-09-10;0;16
2mw3;A;2019-06-09;2014-10-24;0;21
2mv7;B;2019-06-09;2014-09-24;0;25
2mxu;A;2019-06-09;2015-01-14;0;32
2myz;A;2019-06-09;2015-02-04;0;17
2n3k;B;2019-06-09;2015-06-03;0;17
2n8r;B;2019-06-09;2015-10-24;0;35
2nae;A;2019-06-09;2015-12-23;0;43
2nb5;A;2019-06-09;2016-01-24;0;17
2nb6;A;2019-06-09;2016-01-24;0;16
2nay;A;2019-06-09;2016-01-14;0;16
2n9x;B;2019-06-09;2015-12-14;0;17
2nc7;A;2019-06-09;2016-03-21;0;18
2nbl;A;2019-06-09;2016-03-05;0;29
2ncz;B;2019-06-09;2016-04-18;0;12
2nd0;B;2019-06-09;2016-04-18;0;19
2ndn;A;2019-06-09;2016-07-26;0;16
2ndl;A;2019-06-09;2016-07-17;0;16
2ndf;B;2019-06-09;2016-05-19;0;13
2ndg;B;2019-06-09;2016-05-19;0;13
2no3;F;2019-06-09;2006-10-24;0;10
2ns4;A;2019-06-09;2006-11-03;0;14
2nw3;C;2019-06-09;2006-11-14;0;11
2k04;B;2019-06-09;2008-01-24;0;38
2k3u;B;2019-06-09;2008-05-16;0;22
2ka9;B;2019-06-09;2008-11-03;0;9
2ke1;B;2019-06-09;2009-01-22;0;10
2kfq;A;2019-06-09;2009-02-26;0;32
2ks9;B;2019-06-09;2009-12-31;0;11
2ksp;B;2019-06-09;2010-01-11;0;15
2ktn;A;2019-06-09;2010-02-05;0;31
2ksa;B;2019-06-09;2009-12-31;0;11
2kwj;B;2019-06-09;2010-04-12;0;20
2l11;B;2019-06-09;2010-07-22;0;15
2l1c;B;2019-06-09;2010-07-27;0;27
2l1b;B;2019-06-09;2010-07-27;0;15
2jwh;A;2019-06-09;2007-10-12;0;48
2k00;B;2019-06-09;2008-01-23;0;15
2jmf;B;2019-06-09;2006-11-05;0;15
2jn5;A;2019-06-09;2006-12-28;0;12
2k7v;A;2019-06-09;2008-08-27;0;85
2kbl;A;2019-06-09;2008-12-02;0;27
2k17;P;2019-06-09;2008-02-22;0;13
2k05;B;2019-06-09;2008-01-24;0;38
2kfg;B;2019-06-09;2009-02-20;0;12
2kqf;B;2019-06-09;2009-11-04;0;13
2kpl;B;2019-06-09;2009-10-16;0;11
2kt5;B;2019-06-09;2010-01-18;0;40
2kup;B;2019-06-09;2010-02-24;0;19
2kxq;B;2019-06-09;2010-05-11;0;20
2kym;B;2019-06-09;2010-06-02;0;16
2l07;A;2019-06-09;2010-06-30;0;18
2l0l;A;2019-06-09;2010-07-08;0;27
2kz7;C;2019-06-09;2010-06-12;0;82
2l2i;B;2019-06-09;2010-08-18;0;27
2l5j;A;2019-06-09;2010-11-02;0;21
2l6s;A;2019-06-09;2010-11-24;0;20
2l6t;A;2019-06-09;2010-11-24;0;20
2l8x;A;2019-06-09;2011-01-27;0;21
2l8j;B;2019-06-09;2011-01-17;0;18
2lb3;B;2019-06-09;2011-03-22;0;8
2lb1;B;2019-06-09;2011-03-22;0;13
2lcz;A;2019-06-09;2011-05-12;0;54
2lct;B;2019-06-09;2011-05-09;0;13
2lgg;B;2019-06-09;2011-07-26;0;12
2llr;A;2019-06-09;2011-11-16;0;22
2lm8;A;2019-06-09;2011-11-25;0;13
2lmb;A;2019-06-09;2011-11-29;0;15
2lp0;B;2019-06-09;2012-01-29;0;20
2lmq;A;2019-06-09;2011-12-09;0;32
2lsp;A;2019-06-09;2012-05-03;0;13
2lu6;1;2019-06-09;2012-06-08;0;14
2ltw;B;2019-06-09;2012-06-04;0;14
2ltv;B;2019-06-09;2012-06-04;0;12
2lvm;B;2019-06-09;2012-07-07;0;14
2m0u;B;2019-06-09;2012-11-06;0;5
2m14;B;2019-06-09;2012-11-16;0;15
2m2s;A;2019-06-09;2013-01-02;0;18
2m2g;A;2019-06-09;2012-12-20;0;18
2m2h;A;2019-06-09;2012-12-20;0;18
2m2x;A;2019-06-09;2013-01-03;0;18
2m3o;P;2019-06-09;2013-01-23;0;11
2m5l;A;2019-06-09;2013-02-27;0;20
2m6g;A;2019-06-09;2013-03-29;0;8
2m6d;A;2019-06-09;2013-03-28;0;8
2m7i;A;2019-06-09;2013-04-24;0;14
2m79;A;2019-06-09;2013-04-19;0;18
2m7r;A;2019-06-09;2013-04-29;0;9
2m8v;A;2019-06-09;2013-05-29;0;33
2m9r;A;2019-06-09;2013-06-19;0;40
2md1;A;2019-06-09;2013-08-29;0;17
2mdb;A;2019-06-09;2013-09-09;0;17
2mfo;A;2019-06-09;2013-10-14;0;15
2mfy;A;2019-06-09;2013-10-24;0;16
2mgo;A;2019-06-09;2013-11-01;0;9
2mif;A;2019-06-09;2013-12-13;0;12
2mie;A;2019-06-09;2013-12-13;0;12
2mho;B;2019-06-09;2013-11-29;0;9
2mjv;A;2019-06-09;2014-01-16;0;12
2mpt;B;2019-06-09;2014-06-02;0;13
2mq2;A;2019-06-09;2014-06-11;0;14
2mq4;A;2019-06-09;2014-06-12;0;11
2mpz;A;2019-06-09;2014-06-10;0;26
2mtx;A;2019-06-09;2014-09-01;0;20
2mrk;B;2019-06-09;2014-07-09;0;10
2msr;A;2019-06-09;2014-08-05;0;21
2mtt;A;2019-06-09;2014-08-31;0;13
2mto;A;2019-06-09;2014-08-26;0;13
2mwl;A;2019-06-09;2014-11-13;0;16
2mxg;A;2019-06-09;2015-01-01;0;16
2mz6;A;2019-06-09;2015-02-06;0;18
2mzm;A;2019-06-09;2015-02-14;0;17
2mwp;B;2019-06-09;2014-11-15;0;12
2n01;A;2019-06-09;2015-03-03;0;23
2n0i;A;2019-06-09;2015-03-09;0;10
2n31;A;2019-06-09;2015-05-19;0;22
2n1e;A;2019-06-09;2015-03-30;0;20
2n3a;A;2019-06-09;2015-05-26;0;16
2n4n;A;2019-06-09;2015-06-24;0;23
2n55;B;2019-06-09;2015-07-07;0;40
2n6i;A;2019-06-09;2015-08-20;0;14
2n6h;A;2019-06-09;2015-08-20;0;14
2n7n;A;2019-06-09;2015-09-16;0;7
2n65;A;2019-06-09;2015-08-12;0;16
2n7t;A;2019-06-09;2015-09-17;0;7
2n7o;A;2019-06-09;2015-09-16;0;7
2n8t;B;2019-06-09;2015-10-27;0;14
2n9c;A;2019-06-09;2015-11-13;0;20
2nao;A;2019-06-09;2016-01-07;0;42
2ndm;A;2019-06-09;2016-07-17;0;13
2nd1;B;2019-06-09;2016-04-19;0;13
2nna;C;2019-06-09;2006-10-24;0;13
2nnt;A;2019-06-09;2006-10-24;0;31
2nph;T;2019-06-09;2006-10-27;0;5
2npv;A;2019-06-09;2006-10-30;0;7
2nud;C;2019-06-09;2006-11-09;0;23
2nxl;P;2019-06-09;2006-11-17;0;9
2nx5;C;2019-06-09;2006-11-16;0;11
2jet;A;2019-06-09;2007-01-22;0;12
2jdo;C;2019-06-09;2007-01-11;0;10
2jk9;B;2019-06-09;2008-08-22;0;8
2jku;A;2019-06-09;2008-08-30;0;35
2joa;B;2019-06-09;2007-03-01;0;7
2jsj;A;2019-06-09;2007-07-05;0;23
2jnw;B;2019-06-09;2007-02-07;0;11
2jdl;C;2019-06-09;2007-01-11;0;10
2jma;B;2019-06-09;2006-10-25;0;10
2jni;A;2019-06-09;2007-01-25;0;21
2jq2;A;2019-06-09;2007-05-28;0;12
2jqs;A;2019-06-09;2007-06-07;0;8
2jnr;A;2019-06-09;2007-02-01;0;20
2jrv;A;2019-06-09;2007-06-29;0;15
2jsb;A;2019-06-09;2007-07-02;0;21
2jt9;B;2019-06-09;2007-07-21;0;16
2iuh;B;2019-06-09;2006-06-03;0;8
2j0u;T;2019-06-09;2006-08-04;0;9
2icw;C;2019-06-09;2006-09-13;0;13
2igu;A;2019-06-09;2006-09-25;0;12
2iui;C;2019-06-09;2006-06-03;0;11
2j15;A;2019-06-09;2006-08-09;0;15
2hpz;B;2019-06-09;2006-07-18;0;11
2hwe;4;2019-06-09;1994-01-25;0;19
2hwd;4;2019-06-09;1994-01-25;0;19
2iam;P;2019-06-09;2006-09-08;0;15
2ifz;A;2019-06-09;2006-09-22;0;12
2ih6;A;2019-06-09;2006-09-26;0;11
2ihs;C;2019-06-09;2006-09-27;0;15
2iha;A;2019-06-09;2006-09-26;0;11
2ijo;A;2019-06-09;2006-09-29;0;41
2h9m;B;2019-06-09;2006-06-10;0;6
2hkf;P;2019-06-09;2006-07-04;0;9
2hn7;C;2019-06-09;2006-07-12;0;10
2hrp;P;2019-06-09;1996-12-27;0;10
2hug;B;2019-06-09;2006-07-26;0;14
2hwf;4;2019-06-09;1994-01-25;0;19
2i1g;A;2019-06-09;2006-08-14;0;13
2h2f;B;2019-06-09;2006-05-18;0;7
2h4f;D;2019-06-09;2006-05-24;0;8
2h3s;A;2019-06-09;2006-05-23;0;9
2h4m;C;2019-06-09;2006-05-24;0;23
2h96;F;2019-06-09;2006-06-09;0;10
2hh0;P;2019-06-09;2006-06-27;0;9
2gkw;B;2019-06-09;2006-04-03;0;17
2gmc;A;2019-06-09;2006-04-06;0;11
2gsi;W;2019-06-09;2006-04-26;0;10
2h1p;P;2019-06-09;1997-11-12;0;11
2h4h;B;2019-06-09;2006-05-24;0;8
2g6q;B;2019-06-09;2006-02-24;0;8
2g9h;C;2019-06-09;2006-03-06;0;13
2gmd;A;2019-06-09;2006-04-06;0;11
2gns;P;2019-06-09;2006-04-11;0;5
2fys;C;2019-06-09;2006-02-08;0;11
2g49;C;2019-06-09;2006-02-21;0;28
2g57;A;2019-06-09;2006-02-22;0;26
2g6u;A;2019-06-09;2006-02-25;0;15
2g83;C;2019-06-09;2006-03-01;0;11
2fuu;B;2019-06-09;2006-01-27;0;15
2fxz;A;2019-06-09;2006-02-07;0;13
2fz3;C;2019-06-09;2006-02-09;0;11
2fge;D;2019-06-09;2005-12-21;0;6
2fgr;B;2019-06-09;2005-12-22;0;8
2fm2;B;2019-06-09;2006-01-06;0;21
2fp7;A;2019-06-09;2006-01-16;0;40
2evq;A;2019-06-09;2005-10-31;0;12
2ez5;P;2019-06-09;2005-11-10;0;11
2f58;P;2019-06-09;1998-10-23;0;11
2esz;A;2019-06-09;2005-10-27;0;19
2ew4;A;2019-06-09;2005-11-02;0;13
2f5b;P;2019-06-09;1999-04-09;0;7
2f69;B;2019-06-09;2005-11-28;0;8
2eeo;A;2019-06-09;2007-02-16;0;23
2egn;B;2019-06-09;2007-03-01;0;5
2esx;A;2019-06-09;2005-10-27;0;19
2e3k;Q;2019-06-09;2006-11-27;0;15
2e4e;A;2019-06-09;2006-12-06;0;10
2dcx;A;2019-06-09;2006-01-17;0;13
2do2;P;2019-06-09;2006-04-27;0;5
2dyh;B;2019-06-09;2006-09-14;0;6
2dx4;A;2019-06-09;2006-08-23;0;18
2cvy;B;2019-06-09;2005-06-14;0;7
2d26;B;2019-06-09;2005-09-03;0;30
2d7s;B;2019-06-09;2005-11-29;0;15
2djy;B;2019-06-09;2006-04-06;0;20
2chn;C;2019-06-09;2006-03-15;0;12
2cho;C;2019-06-09;2006-03-16;0;13
2ctt;A;2019-06-09;2005-05-24;0;104
2c93;I;2019-06-09;2005-12-09;0;10
2cez;A;2019-06-09;2006-02-13;0;19
2cfj;A;2019-06-09;2006-02-21;0;19
2ck0;P;2019-06-09;1999-06-13;0;11
2clz;C;2019-06-09;2006-05-03;0;8
2co0;B;2019-06-09;2006-05-25;0;5
2cr8;A;2019-06-09;2005-05-20;0;53
2csa;A;2019-06-09;2005-05-21;0;19
2bvp;C;2019-06-09;2005-07-01;0;9
2c1t;C;2019-06-09;2005-09-20;0;45
2c5v;F;2019-06-09;2005-11-02;0;7
2c6w;A;2019-06-09;2005-11-14;0;16
2bz8;C;2019-06-09;2005-08-12;0;11
2c8x;I;2019-06-09;2005-12-08;0;10
2c8y;I;2019-06-09;2005-12-08;0;10
2c8z;I;2019-06-09;2005-12-08;0;10
2c90;I;2019-06-09;2005-12-08;0;10
2c9f;S;2019-06-09;2005-12-12;0;10
2c8w;I;2019-06-09;2005-12-08;0;10
2bqz;B;2019-06-09;2005-04-28;0;10
2brr;P;2019-06-09;2005-05-11;0;9
2b9j;C;2019-06-09;2005-10-11;0;11
2bey;A;2019-06-09;2004-12-01;0;16
2bi6;L;2019-06-09;1995-12-07;0;11
2bst;C;2019-06-09;2005-05-23;0;9
2bta;A;2019-06-09;1995-11-13;0;15
2bss;C;2019-06-09;2005-05-23;0;10
2btb;A;2019-06-09;1995-11-13;0;15
2bug;B;2019-06-09;2005-06-13;0;5
2b1h;P;2019-06-09;2005-09-15;0;16
2b1a;P;2019-06-09;2005-09-15;0;16
2b9h;C;2019-06-09;2005-10-11;0;12
2bbp;A;2019-06-09;2005-10-17;0;22
2bcc;I;2019-06-09;1998-09-18;0;33
2bbu;B;2019-06-09;2005-10-17;0;15
2aka;L;2019-06-09;2005-08-03;0;6
2aof;C;2019-06-09;2005-08-12;0;10
2aoh;C;2019-06-09;2005-08-12;0;10
2aq9;X;2019-06-09;2005-08-17;0;12
2aqa;A;2019-06-09;2005-08-17;0;57
2atg;A;2019-06-09;2005-08-24;0;18
2atp;E;2019-06-09;2005-08-25;0;7
2aoj;C;2019-06-09;2005-08-12;0;11
2axi;B;2019-06-09;2005-09-05;0;9
2b0s;P;2019-06-09;2005-09-14;0;16
2b5p;A;2019-06-09;2005-09-29;0;11
1zkk;E;2019-06-09;2005-05-03;0;8
1zsd;C;2019-06-09;2005-05-24;0;11
1zsg;B;2019-06-09;2005-05-24;0;22
2a1d;A;2019-06-09;2005-06-20;0;41
2a6k;P;2019-06-09;2005-07-03;0;10
2a83;C;2019-06-09;2005-07-07;0;9
2ach;B;2019-06-09;1993-04-26;0;35
1z9o;G;2019-06-09;2005-04-03;0;9
1zt1;P;2019-06-09;2005-05-26;0;8
1zy6;A;2019-06-09;2005-06-09;0;18
2a4r;B;2019-06-09;2005-06-29;0;22
1z56;I;2019-06-09;2005-03-17;0;30
1z56;G;2019-06-09;2005-03-17;0;37
1z56;J;2019-06-09;2005-03-17;0;20
1z71;B;2019-06-09;2005-03-23;0;11
1z7z;4;2019-06-09;2005-03-28;0;12
1z7z;5;2019-06-09;2005-03-28;0;5
1xxz;A;2019-06-09;2004-11-09;0;11
1xy8;A;2019-06-09;2004-11-09;0;12
1y2y;A;2019-06-09;2004-11-23;0;58
1y43;A;2019-06-09;2004-11-30;0;32
1ybo;C;2019-06-09;2004-12-21;0;6
1yl9;A;2019-06-09;2005-01-19;0;7
1yt6;A;2019-06-09;2005-02-10;0;10
1xy5;A;2019-06-09;2004-11-09;0;12
1y98;B;2019-06-09;2004-12-14;0;12
1yk1;E;2019-06-09;2005-01-16;0;21
1yk0;E;2019-06-09;2005-01-16;0;21
1yl8;A;2019-06-09;2005-01-19;0;7
1yph;A;2019-06-09;2005-01-31;0;10
1xgc;A;2019-06-09;1998-01-18;0;13
1xr0;A;2019-06-09;2004-10-13;0;22
1xy2;A;2019-06-09;1987-06-05;0;8
1xgb;A;2019-06-09;1998-01-18;0;13
1xv4;A;2019-06-09;2004-10-27;0;11
1xv7;A;2019-06-09;2004-10-27;0;11
1xy1;A;2019-06-09;1987-06-05;0;8
1xy4;A;2019-06-09;2004-11-09;0;12
1wo9;A;2019-06-09;2004-08-12;0;35
1wo0;A;2019-06-09;2004-08-11;0;17
1ws5;B;2019-06-09;2004-10-31;0;16
1x2r;B;2019-06-09;2005-04-26;0;9
1x9t;B;2019-06-09;2004-08-24;0;10
1xf5;P;2019-06-09;2004-09-14;0;16
1wo1;A;2019-06-09;2004-08-11;0;17
1x7k;A;2019-06-09;2004-08-14;0;19
1x8s;B;2019-06-09;2004-08-18;0;9
1xcq;P;2019-06-09;2004-09-03;0;24
1vwe;P;2019-06-09;1997-03-03;0;6
1vzj;I;2019-06-09;2004-05-20;0;15
1w72;C;2019-06-09;2004-08-27;0;9
1w80;P;2019-06-09;2004-09-14;0;8
1w80;Q;2019-06-09;2004-09-14;0;8
1w8x;M;2019-06-09;2004-10-01;0;83
1wbz;P;2019-06-09;2004-11-05;0;9
1wco;N;2019-06-09;2004-11-19;0;34
1wbx;C;2019-06-09;2004-11-05;0;10
1wbp;B;2019-06-09;2004-11-04;0;7
1vbd;0;2019-06-09;1996-01-02;0;5
1vpp;X;2019-06-09;1998-10-09;0;20
1vwh;P;2019-06-09;1997-03-03;0;8
1vwb;P;2019-06-09;1997-03-03;0;6
1vwi;M;2019-06-09;1997-03-03;0;8
1vwc;P;2019-06-09;1997-03-03;0;6
1vwk;M;2019-06-09;1997-03-03;0;8
1vwm;P;2019-06-09;1997-03-03;0;6
1vwg;P;2019-06-09;1997-03-03;0;8
1vwn;P;2019-06-09;1997-03-03;0;6
1vwj;M;2019-06-09;1997-03-03;0;8
1vwq;P;2019-06-09;1997-03-03;0;8
1vwr;P;2019-06-09;1997-03-03;0;8
1v46;A;2019-06-09;2003-11-10;0;9
1v90;A;2019-06-09;2004-01-19;0;37
1v9u;4;2019-06-09;2004-02-03;0;42
1vc3;A;2019-06-09;2004-03-04;0;24
1vwa;M;2019-06-09;1997-03-03;0;6
1vwl;M;2019-06-09;1997-03-03;0;8
1vwd;P;2019-06-09;1997-03-03;0;6
1vwp;P;2019-06-09;1997-03-03;0;8
1vwf;P;2019-06-09;1997-03-03;0;8
1vwo;P;2019-06-09;1997-03-03;0;8
1un0;C;2019-06-08;2003-09-03;0;16
1urc;E;2019-06-08;2003-10-28;0;5
1uvu;L;2019-06-08;1996-10-16;0;24
1uyb;A;2019-06-08;1997-09-11;0;16
1uki;B;2019-06-08;2003-08-23;0;10
1ukh;B;2019-06-08;2003-08-23;0;10
1url;B;2019-06-08;2003-10-31;0;5
1uvt;L;2019-06-08;1996-10-16;0;25
1uwx;P;2019-06-08;2004-02-12;0;13
1u6v;A;2019-06-08;2004-08-02;0;17
1u6u;A;2019-06-08;2004-08-02;0;17
1u8j;C;2019-06-08;2004-08-06;0;7
1u8q;C;2019-06-08;2004-08-06;0;7
1u8h;C;2019-06-08;2004-08-06;0;7
1u92;C;2019-06-08;2004-08-09;0;7
1u93;C;2019-06-08;2004-08-09;0;7
1uao;A;2019-06-08;2003-03-13;0;10
1u8m;C;2019-06-08;2004-08-06;0;7
1ugx;B;2019-06-08;2003-06-22;0;15
1uhb;P;2019-06-08;2003-06-27;0;9
1uhe;B;2019-06-08;2003-07-01;0;24
1uf2;K;2019-06-08;2003-05-23;0;12
1uj0;B;2019-06-08;2003-07-24;0;9
1u8k;C;2019-06-08;2004-08-06;0;9
1u8p;C;2019-06-08;2004-08-06;0;7
1u8i;C;2019-06-08;2004-08-06;0;7
1u8n;C;2019-06-08;2004-08-06;0;7
1u91;C;2019-06-08;2004-08-09;0;7
1u8o;C;2019-06-08;2004-08-06;0;7
1u95;C;2019-06-08;2004-08-09;0;7
1u8l;C;2019-06-08;2004-08-06;0;7
1uh1;B;2019-06-08;2003-06-23;0;15
1uhd;B;2019-06-08;2003-07-01;0;24
1uh0;B;2019-06-08;2003-06-23;0;15
1tg4;I;2019-06-08;2004-05-28;0;5
1tjg;P;2019-06-08;2004-06-04;0;7
1tji;P;2019-06-08;2004-06-04;0;14
1tjh;P;2019-06-08;2004-06-04;0;11
1tjk;I;2019-06-08;2004-06-06;0;5
1tmc;C;2019-06-08;1994-12-19;0;10
1tmr;A;2019-06-08;1994-05-20;0;19
1tmt;J;2019-06-08;1994-05-26;0;10
1tsq;P;2019-06-08;2004-06-21;0;10
1twc;L;2019-06-08;2004-06-30;0;46
1twa;L;2019-06-08;2004-06-30;0;46
1u0p;A;2019-06-08;2004-07-14;0;27
1tet;P;2019-06-08;1993-06-21;0;12
1thr;I;2019-06-08;1993-06-16;0;13
1tk2;B;2019-06-08;2004-06-08;0;10
1tkq;B;2019-06-08;2004-06-09;0;15
1tps;B;2019-06-08;1994-09-04;0;6
1tp8;B;2019-06-08;2004-06-16;0;16
1tsu;P;2019-06-08;2004-06-21;0;8
1twg;L;2019-06-08;2004-06-30;0;46
1spw;A;2019-06-08;2004-03-17;0;39
1t0c;A;2019-06-08;2004-04-08;0;31
1t2y;A;2019-06-08;2004-04-23;0;25
1sld;P;2019-06-08;1995-03-10;0;6
1ssb;B;2019-06-08;1993-08-03;0;11
1str;M;2019-06-08;1995-09-12;0;6
1sts;M;2019-06-08;1995-09-12;0;6
1ssc;B;2019-06-08;1994-10-05;0;11
1sv1;C;2019-06-08;2004-03-26;0;34
1t08;C;2019-06-08;2004-04-07;0;15
1t65;B;2019-06-08;2004-05-05;0;7
1t4v;I;2019-06-08;2004-04-30;0;11
1ta6;B;2019-06-08;2004-05-19;0;11
1sje;C;2019-06-08;2004-03-03;0;15
1slg;M;2019-06-08;1995-03-10;0;6
1sm3;P;2019-06-08;1997-12-23;0;9
1smf;I;2019-06-08;1992-10-24;0;9
1rxz;B;2019-06-08;2003-12-18;0;11
1s4h;A;2019-06-08;2004-01-16;0;13
1s4z;C;2019-06-08;2004-01-19;0;30
1s5p;B;2019-06-08;2004-01-21;0;8
1s6w;A;2019-06-08;2004-01-28;0;21
1sbw;I;2019-06-08;1999-04-29;0;14
1shc;B;2019-06-08;1996-03-27;0;12
1skk;A;2019-06-08;2004-03-05;0;6
1ski;A;2019-06-08;2004-03-05;0;6
1sl3;B;2019-06-08;2004-03-05;0;11
1sle;M;2019-06-08;1995-03-10;0;8
1rgj;B;2019-06-08;2003-11-12;0;13
1rk1;P;2019-06-08;2003-11-20;0;8
1rkk;A;2019-06-08;2003-11-21;0;18
1r1a;4;2019-06-08;1989-03-15;0;19
1r2b;C;2019-06-08;2003-09-26;0;19
1r42;C;2019-06-08;2003-10-07;0;20
1r5u;L;2019-06-08;2003-10-13;0;46
1rf3;B;2019-06-08;2003-11-07;0;24
1rsw;A;2019-06-08;2003-12-10;0;12
1rt0;A;2019-06-08;2003-12-10;0;12
1qg1;I;2019-06-08;1999-04-19;0;13
1qgm;A;2019-06-08;1999-05-01;0;30
1qnz;P;2019-06-08;1999-10-26;0;18
1qo3;P;2019-06-08;1999-11-01;0;10
1qqd;C;2019-06-08;1999-06-03;0;9
1qsn;B;2019-06-08;1999-06-22;0;11
1qur;I;2019-06-08;1999-07-02;0;17
1qwe;B;2019-06-08;1995-11-09;0;12
1qxc;A;2019-06-08;2003-09-05;0;11
1qyt;A;2019-06-08;2003-09-12;0;11
1qz2;G;2019-06-08;2003-09-15;0;5
1qfb;A;2019-06-08;1999-04-08;0;8
1qgc;5;2019-06-08;1999-04-23;0;24
1qh2;A;2019-06-08;1999-05-11;0;18
1qfn;B;2019-06-08;1999-04-12;0;25
1qkz;P;2019-06-08;1999-08-17;0;10
1qjl;A;2019-06-08;1999-06-24;0;28
1qvo;C;2019-06-08;2003-08-28;0;10
1pu9;B;2019-06-08;2003-06-24;0;15
1pz5;C;2019-06-08;2003-07-09;0;8
1q01;A;2019-06-08;2003-07-15;0;38
1pyu;A;2019-06-08;2003-07-09;0;28
1q4q;K;2019-06-08;2003-08-04;0;8
1q69;A;2019-06-08;2003-08-12;0;19
1pxd;B;2019-06-08;2003-07-03;0;16
1q1j;P;2019-06-08;2003-07-21;0;10
1oqn;C;2019-06-08;2003-03-10;0;9
1osg;G;2019-06-08;2003-03-19;0;12
1ox1;B;2019-06-08;2003-03-31;0;10
1ozs;B;2019-06-08;2003-04-09;0;20
1p16;C;2019-06-08;2003-04-11;0;8
1p1p;A;2019-06-08;1996-12-06;0;25
1paj;A;2019-06-08;1993-08-25;0;17
1pao;A;2019-06-08;1995-10-05;0;17
1p9u;G;2019-06-08;2003-05-12;0;6
1pdq;B;2019-06-08;2003-05-20;0;9
1orm;A;2019-06-08;2003-03-14;0;148
1pak;A;2019-06-08;1993-08-25;0;17
1pan;A;2019-06-08;1995-10-05;0;17
1pd0;B;2019-06-08;2003-05-18;0;10
1pg1;A;2019-06-08;1998-03-20;0;18
1pfb;B;2019-06-08;2003-05-24;0;11
1o5b;A;2019-06-08;2003-09-09;0;8
1o5g;I;2019-06-08;2003-09-09;0;11
1o5c;A;2019-06-08;2003-09-09;0;9
1o9s;K;2019-06-08;2002-12-18;0;10
1oby;P;2019-06-08;2003-01-31;0;5
1ok7;C;2019-06-08;2003-07-18;0;7
1o2g;I;2019-06-08;2003-03-06;0;11
1o3p;A;2019-06-08;2003-03-06;0;8
1o5a;A;2019-06-08;2003-09-09;0;9
1o9a;B;2019-06-08;2002-12-11;0;24
1oo4;B;2019-06-08;2003-03-03;0;8
1n8o;A;2019-06-08;2002-11-21;0;11
1nak;P;2019-06-08;2002-11-27;0;10
1nam;P;2019-06-08;2002-11-28;0;8
1nds;A;2019-06-08;1997-01-23;0;330
1nil;A;2019-06-08;1995-10-05;0;17
1ng8;A;2019-06-08;2002-12-17;0;14
1nj0;A;2019-06-08;2002-12-30;0;16
